human,optim,dataset,model,num_layers,norms,noise,lnoise,residual,seed,epochs,runs,device,numworkers,eff_test_accuracy,med_stat,pval
apurva,sgdmom,fmnist,mlp,6,false,false,wdecay,true,0,25,5,cuda,4,0.8009599999999991,0,0.001953125
apurva,adam,fmnist,mlp,6,layer,false,wdecay,false,0,25,5,cuda,4,0.7963500000000001,0,0.001953125
apurva,sgd,fmnist,mlp,6,layer,false,wdecay,false,0,25,5,cuda,4,0.7900600000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,6,layer,false,wdecay,false,0,25,5,cuda,4,0.79225,0,0.001953125
apurva,adam,fmnist,mlp,6,layer,false,wdecay,true,0,25,5,cuda,4,0.79686,0,0.001953125
apurva,sgd,fmnist,mlp,6,layer,false,wdecay,true,0,25,5,cuda,4,0.78668,0,0.001953125
apurva,sgdmom,fmnist,mlp,6,layer,false,wdecay,true,0,25,5,cuda,4,0.7979600000000001,0,0.001953125
apurva,adam,fmnist,mlp,6,batch,false,wdecay,false,0,25,5,cuda,4,0.750209999999999,0,0.001953125
apurva,sgd,fmnist,mlp,6,batch,false,wdecay,false,0,25,5,cuda,4,0.7639600000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,6,batch,false,wdecay,false,0,25,5,cuda,4,0.783929999999999,0,0.001953125
apurva,adam,fmnist,mlp,6,batch,false,wdecay,true,0,25,5,cuda,4,0.8078200000000001,0,0.001953125
apurva,sgd,fmnist,mlp,6,batch,false,wdecay,true,0,25,5,cuda,4,0.7962400000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,6,batch,false,wdecay,true,0,25,5,cuda,4,0.804759999999999,0,0.001953125
apurva,adam,fmnist,mlp,20,false,false,false,false,0,25,5,cuda,4,0.2861,0,0.001953125
apurva,sgd,fmnist,mlp,20,false,false,false,false,0,25,5,cuda,4,-0.8,0,0.00269979606326
apurva,sgdmom,fmnist,mlp,20,false,false,false,false,0,25,5,cuda,4,-0.9,0,0.001953125
apurva,adam,fmnist,mlp,20,false,false,false,true,0,25,5,cuda,4,0.80783,0,0.001953125
apurva,sgd,fmnist,mlp,20,false,false,false,true,0,25,5,cuda,4,0.78922,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,false,false,false,true,0,25,5,cuda,4,0.8001400000000001,0,0.001953125
apurva,adam,fmnist,mlp,20,layer,false,false,false,0,25,5,cuda,4,0.804879999999999,0,0.001953125
apurva,sgd,fmnist,mlp,20,layer,false,false,false,0,25,5,cuda,4,-0.5329400000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,layer,false,false,false,0,25,5,cuda,4,-0.47366,0,0.001953125
apurva,adam,fmnist,mlp,20,layer,false,false,true,0,25,5,cuda,4,0.79732,0,0.001953125
apurva,sgd,fmnist,mlp,20,layer,false,false,true,0,25,5,cuda,4,0.78768,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,layer,false,false,true,0,25,5,cuda,4,0.7992600000000001,0,0.001953125
apurva,adam,fmnist,mlp,20,batch,false,false,false,0,25,5,cuda,4,0.7035300000000001,0,0.001953125
apurva,sgd,fmnist,mlp,20,batch,false,false,false,0,25,5,cuda,4,0.5959800000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,batch,false,false,false,0,25,5,cuda,4,0.54466,0,0.001953125
apurva,adam,fmnist,mlp,20,batch,false,false,true,0,25,5,cuda,4,0.80671,0,0.001953125
apurva,sgd,fmnist,mlp,20,batch,false,false,true,0,25,5,cuda,4,0.7930900000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,batch,false,false,true,0,25,5,cuda,4,0.79725,0,0.001953125
apurva,adam,fmnist,mlp,20,false,false,wdecay,false,0,25,5,cuda,4,-0.8,0,0.00269979606326
apurva,sgd,fmnist,mlp,20,false,false,wdecay,false,0,25,5,cuda,4,-0.8,0,0.00269979606326
apurva,sgdmom,fmnist,mlp,20,false,false,wdecay,false,0,25,5,cuda,4,-0.9,0,0.001953125
apurva,adam,fmnist,mlp,20,false,false,wdecay,true,0,25,5,cuda,4,0.8052800000000001,0,0.001953125
apurva,sgd,fmnist,mlp,20,false,false,wdecay,true,0,25,5,cuda,4,0.8042799999999991,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,false,false,wdecay,true,0,25,5,cuda,4,0.802759999999999,0,0.001953125
apurva,adam,fmnist,mlp,20,layer,false,wdecay,false,0,25,5,cuda,4,0.7907000000000001,0,0.001953125
apurva,sgd,fmnist,mlp,20,layer,false,wdecay,false,0,25,5,cuda,4,-0.6835999999999991,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,layer,false,wdecay,false,0,25,5,cuda,4,-0.026860000000000002,0,0.001953125
apurva,adam,fmnist,mlp,20,layer,false,wdecay,true,0,25,5,cuda,4,0.7993500000000001,0,0.001953125
apurva,sgd,fmnist,mlp,20,layer,false,wdecay,true,0,25,5,cuda,4,0.7939700000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,layer,false,wdecay,true,0,25,5,cuda,4,0.79359,0,0.001953125
apurva,adam,fmnist,mlp,20,batch,false,wdecay,false,0,25,5,cuda,4,0.6241300000000001,0,0.001953125
apurva,sgd,fmnist,mlp,20,batch,false,wdecay,false,0,25,5,cuda,4,0.6260600000000001,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,batch,false,wdecay,false,0,25,5,cuda,4,0.58721,0,0.001953125
apurva,adam,fmnist,mlp,20,batch,false,wdecay,true,0,25,5,cuda,4,0.80493,0,0.001953125
apurva,sgd,fmnist,mlp,20,batch,false,wdecay,true,0,25,5,cuda,4,0.79698,0,0.001953125
apurva,sgdmom,fmnist,mlp,20,batch,false,wdecay,true,0,25,5,cuda,4,0.7977500000000001,0,0.001953125
