human,optim,dataset,model,num_layers,norms,noise,lnoise,residual,seed,epochs,runs,device,numworkers,eff_test_accuracy,med_stat,pval
nischal,sgd,svhn,mlp,6,batch,false,wdecay,false,0,10,5,cuda,6,0.505105255070682,0,0.001953125
nischal,sgdmom,svhn,mlp,6,batch,false,wdecay,false,0,10,5,cuda,6,0.5702980946527351,0,0.001953125
nischal,adam,svhn,mlp,6,batch,false,wdecay,true,0,10,5,cuda,6,0.6350683773816841,0,0.001953125
nischal,sgd,svhn,mlp,6,batch,false,wdecay,true,0,10,5,cuda,6,0.5756069452980941,0,0.001953125
nischal,sgdmom,svhn,mlp,6,batch,false,wdecay,true,0,10,5,cuda,6,0.639923939766441,0,0.001953125
nischal,adam,svhn,mlp,20,false,false,false,false,0,10,5,cuda,6,-0.286063306699446,0,0.001953125
nischal,sgd,svhn,mlp,20,false,false,false,false,0,10,5,cuda,6,0.19587430854333102,-1,0.5
nischal,sgdmom,svhn,mlp,20,false,false,false,false,0,10,5,cuda,6,0.19587430854333102,-1,0.5
nischal,adam,svhn,mlp,20,false,false,false,true,0,10,5,cuda,6,-0.29061539643515605,0,0.001953125
nischal,sgd,svhn,mlp,20,false,false,false,true,0,10,5,cuda,6,-0.282025968039336,0,0.001953125
nischal,sgdmom,svhn,mlp,20,false,false,false,true,0,10,5,cuda,6,0.044502919483712,0,0.001953125
nischal,adam,svhn,mlp,20,layer,false,false,false,0,10,5,cuda,6,0.6038798401966811,0,0.001953125
nischal,sgd,svhn,mlp,20,layer,false,false,false,0,10,5,cuda,6,-0.256395974185617,0,0.0075263151664570005
nischal,sgdmom,svhn,mlp,20,layer,false,false,false,0,10,5,cuda,6,-0.13238706207744302,0,0.001953125
nischal,adam,svhn,mlp,20,layer,false,false,true,0,10,5,cuda,6,0.6710164413030111,0,0.001953125
nischal,sgd,svhn,mlp,20,layer,false,false,true,0,10,5,cuda,6,0.633251382913337,0,0.001953125
nischal,sgdmom,svhn,mlp,20,layer,false,false,true,0,10,5,cuda,6,0.669687307928703,0,0.001953125
nischal,adam,svhn,mlp,20,batch,false,false,false,0,10,5,cuda,6,0.088337430854333,0,0.001953125
nischal,sgd,svhn,mlp,20,batch,false,false,false,0,10,5,cuda,6,-0.022326367547633,0,0.001953125
nischal,sgdmom,svhn,mlp,20,batch,false,false,false,0,10,5,cuda,6,-0.090884296250768,0,0.001953125
nischal,adam,svhn,mlp,20,batch,false,false,true,0,10,5,cuda,6,0.610329594345421,0,0.001953125
nischal,sgd,svhn,mlp,20,batch,false,false,true,0,10,5,cuda,6,0.5304586662569141,0,0.001953125
nischal,sgdmom,svhn,mlp,20,batch,false,false,true,0,10,5,cuda,6,0.6227642901044861,0,0.001953125
nischal,adam,svhn,mlp,20,false,false,wdecay,false,0,10,5,cuda,6,-0.22944068838352802,0,0.001953125
nischal,sgd,svhn,mlp,20,false,false,wdecay,false,0,10,5,cuda,6,0.19587430854333102,-1,0.5
nischal,sgdmom,svhn,mlp,20,false,false,wdecay,false,0,10,5,cuda,6,0.19587430854333102,-1,0.5
nischal,adam,svhn,mlp,20,false,false,wdecay,true,0,10,5,cuda,6,-0.170367240319606,0,0.001953125
nischal,sgd,svhn,mlp,20,false,false,wdecay,true,0,10,5,cuda,6,-0.395774431468961,0,0.001953125
nischal,sgdmom,svhn,mlp,20,false,false,wdecay,true,0,10,5,cuda,6,0.094652735095267,0,0.001953125
nischal,adam,svhn,mlp,20,layer,false,wdecay,false,0,10,5,cuda,6,0.61458205285802,0,0.001953125
nischal,sgd,svhn,mlp,20,layer,false,wdecay,false,0,10,5,cuda,6,-0.272683620159803,0,0.0075263151664570005
nischal,sgdmom,svhn,mlp,20,layer,false,wdecay,false,0,10,5,cuda,6,-0.043454210202827005,0,0.001953125
nischal,adam,svhn,mlp,20,layer,false,wdecay,true,0,10,5,cuda,6,0.668884449907805,0,0.001953125
nischal,sgd,svhn,mlp,20,layer,false,wdecay,true,0,10,5,cuda,6,0.60803242163491,0,0.001953125
nischal,sgdmom,svhn,mlp,20,layer,false,wdecay,true,0,10,5,cuda,6,0.668515673017824,0,0.001953125
nischal,adam,svhn,mlp,20,batch,false,wdecay,false,0,10,5,cuda,6,0.024903964351567002,0,0.001953125
nischal,sgd,svhn,mlp,20,batch,false,wdecay,false,0,10,5,cuda,6,0.008416564228641,0,0.001953125
nischal,sgdmom,svhn,mlp,20,batch,false,wdecay,false,0,10,5,cuda,6,-0.21891518131530402,0,0.001953125
nischal,adam,svhn,mlp,20,batch,false,wdecay,true,0,10,5,cuda,6,0.627973263675476,0,0.001953125
nischal,sgd,svhn,mlp,20,batch,false,wdecay,true,0,10,5,cuda,6,0.497564535955746,0,0.001953125
nischal,sgdmom,svhn,mlp,20,batch,false,wdecay,true,0,10,5,cuda,6,0.624439151813153,0,0.001953125
