human,optim,dataset,model,num_layers,norms,noise,lnoise,residual,seed,epochs,runs,device,numworkers,eff_test_accuracy,med_stat,pval
oluwasegun,adam,cifar10,mlp,2,batch,false,wdecay,false,0,10,5,cuda,4,0.26156,0,0.001953125
oluwasegun,sgd,cifar10,mlp,2,batch,false,wdecay,false,0,10,5,cuda,4,0.18499999999999903,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,2,batch,false,wdecay,false,0,10,5,cuda,4,0.21424,0,0.001953125
oluwasegun,adam,cifar10,mlp,2,batch,false,wdecay,true,0,10,5,cuda,4,0.254629999999999,0,0.001953125
oluwasegun,sgd,cifar10,mlp,2,batch,false,wdecay,true,0,10,5,cuda,4,0.17028000000000001,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,2,batch,false,wdecay,true,0,10,5,cuda,4,0.21504999999999902,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,false,false,false,false,0,10,5,cuda,4,0.16277000000000003,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,false,false,false,false,0,10,5,cuda,4,0.02145,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,false,false,false,false,0,10,5,cuda,4,0.10177999999999901,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,false,false,false,true,0,10,5,cuda,4,0.16630999999999901,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,false,false,false,true,0,10,5,cuda,4,-0.06281,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,false,false,false,true,0,10,5,cuda,4,0.14236000000000001,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,layer,false,false,false,0,10,5,cuda,4,0.11392000000000001,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,layer,false,false,false,0,10,5,cuda,4,0.103769999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,layer,false,false,false,0,10,5,cuda,4,0.13699,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,layer,false,false,true,0,10,5,cuda,4,0.12752000000000002,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,layer,false,false,true,0,10,5,cuda,4,0.109699999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,layer,false,false,true,0,10,5,cuda,4,0.12745,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,batch,false,false,false,0,10,5,cuda,4,0.11856999999999901,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,batch,false,false,false,0,10,5,cuda,4,0.13234,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,batch,false,false,false,0,10,5,cuda,4,0.15267,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,batch,false,false,true,0,10,5,cuda,4,0.17558999999999902,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,batch,false,false,true,0,10,5,cuda,4,0.13186,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,batch,false,false,true,0,10,5,cuda,4,0.14076000000000002,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,false,false,wdecay,false,0,10,5,cuda,4,0.150059999999999,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,false,false,wdecay,false,0,10,5,cuda,4,-0.017129999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,false,false,wdecay,false,0,10,5,cuda,4,0.13938999999999901,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,false,false,wdecay,true,0,10,5,cuda,4,0.191119999999999,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,false,false,wdecay,true,0,10,5,cuda,4,0.08599000000000001,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,false,false,wdecay,true,0,10,5,cuda,4,0.14926999999999901,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,layer,false,wdecay,false,0,10,5,cuda,4,0.10393000000000001,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,layer,false,wdecay,false,0,10,5,cuda,4,0.096469999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,layer,false,wdecay,false,0,10,5,cuda,4,0.13008,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,layer,false,wdecay,true,0,10,5,cuda,4,0.13490000000000002,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,layer,false,wdecay,true,0,10,5,cuda,4,0.08608,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,layer,false,wdecay,true,0,10,5,cuda,4,0.12839,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,batch,false,wdecay,false,0,10,5,cuda,4,0.12513000000000002,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,batch,false,wdecay,false,0,10,5,cuda,4,0.13698000000000002,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,batch,false,wdecay,false,0,10,5,cuda,4,0.13485,0,0.001953125
oluwasegun,adam,cifar10,mlp,6,batch,false,wdecay,true,0,10,5,cuda,4,0.165689999999999,0,0.001953125
oluwasegun,sgd,cifar10,mlp,6,batch,false,wdecay,true,0,10,5,cuda,4,0.11512000000000001,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,6,batch,false,wdecay,true,0,10,5,cuda,4,0.15091000000000002,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,false,false,false,false,0,10,5,cuda,4,-0.32884,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,false,false,false,false,0,10,5,cuda,4,-0.8,0,0.00269979606326
oluwasegun,sgdmom,cifar10,mlp,20,false,false,false,false,0,10,5,cuda,4,-0.5,0,0.014305878435429001
oluwasegun,adam,cifar10,mlp,20,false,false,false,true,0,10,5,cuda,4,0.15789,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,false,false,false,true,0,10,5,cuda,4,0.021750000000000002,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,false,false,false,true,0,10,5,cuda,4,0.12043000000000001,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,layer,false,false,false,0,10,5,cuda,4,0.08472,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,layer,false,false,false,0,10,5,cuda,4,-0.6187100000000001,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,layer,false,false,false,0,10,5,cuda,4,-0.346749999999999,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,layer,false,false,true,0,10,5,cuda,4,0.125259999999999,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,layer,false,false,true,0,10,5,cuda,4,0.095459999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,layer,false,false,true,0,10,5,cuda,4,0.13311,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,batch,false,false,false,0,10,5,cuda,4,-0.09873999999999901,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,batch,false,false,false,0,10,5,cuda,4,-0.11359000000000001,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,batch,false,false,false,0,10,5,cuda,4,-0.23725999999999903,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,batch,false,false,true,0,10,5,cuda,4,0.13728999999999902,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,batch,false,false,true,0,10,5,cuda,4,0.10481999999999901,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,batch,false,false,true,0,10,5,cuda,4,0.12773,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,false,false,wdecay,false,0,10,5,cuda,4,-0.9,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,false,false,wdecay,false,0,10,5,cuda,4,-0.7000000000000001,0,0.004677734981047
oluwasegun,sgdmom,cifar10,mlp,20,false,false,wdecay,false,0,10,5,cuda,4,-0.8,0,0.00269979606326
oluwasegun,adam,cifar10,mlp,20,false,false,wdecay,true,0,10,5,cuda,4,0.1831,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,false,false,wdecay,true,0,10,5,cuda,4,0.021310000000000003,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,false,false,wdecay,true,0,10,5,cuda,4,0.12115000000000001,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,layer,false,wdecay,false,0,10,5,cuda,4,0.09289,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,layer,false,wdecay,false,0,10,5,cuda,4,-0.594,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,layer,false,wdecay,false,0,10,5,cuda,4,-0.27394,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,layer,false,wdecay,true,0,10,5,cuda,4,0.11554,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,layer,false,wdecay,true,0,10,5,cuda,4,0.12155,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,layer,false,wdecay,true,0,10,5,cuda,4,0.130749999999999,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,batch,false,wdecay,false,0,10,5,cuda,4,-0.14031000000000002,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,batch,false,wdecay,false,0,10,5,cuda,4,-0.127369999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,batch,false,wdecay,false,0,10,5,cuda,4,-0.178629999999999,0,0.001953125
oluwasegun,adam,cifar10,mlp,20,batch,false,wdecay,true,0,10,5,cuda,4,0.145619999999999,0,0.001953125
oluwasegun,sgd,cifar10,mlp,20,batch,false,wdecay,true,0,10,5,cuda,4,0.089019999999999,0,0.001953125
oluwasegun,sgdmom,cifar10,mlp,20,batch,false,wdecay,true,0,10,5,cuda,4,0.12665,0,0.001953125
